GO_term,category,description,ERR2538488,ERR2538396,ERR2538501,ERR2538446,ERR2538365,ERR2538354,ERR2538494,ERR2538510,ERR2538415,ERR2538376,ERR2538359,ERR2538504,ERR2538526,ERR2538465,ERR2538503,ERR2538424,ERR2538389,ERR2538523,ERR2538405,ERR2538524,ERR2538356,ERR2538448,ERR2538466,ERR2538381,ERR2538460,ERR2538402,ERR2538418,ERR2538474,ERR2538410,ERR2538407,ERR2538459,ERR2538469,ERR2538457,ERR2538384,ERR2538401,ERR2538455,ERR2538447,ERR2538382,ERR2538520,ERR2538414,ERR2538470,ERR2538433,ERR2538426,ERR2538487,ERR2538360,ERR2538452,ERR2538517,ERR2538439,ERR2538509,ERR2538398,ERR2538392,ERR2538516,ERR2538514,ERR2538507,ERR2538491,ERR2538351,ERR2538497,ERR2538419,ERR2538525,ERR2538417,ERR2538386,ERR2538492,ERR2538374,ERR2538350,ERR2538353,ERR2538449,ERR2538357,ERR2538490,ERR2538422,ERR2538394,ERR2538473,ERR2538477,ERR2538511,ERR2538522,ERR2538355,ERR2538421,ERR2538406,ERR2538442,ERR2538379,ERR2538496,ERR2538502,ERR2538512,ERR2538475,ERR2538454,ERR2538519,ERR2538441,ERR2538451,ERR2538456,ERR2538479,ERR2538527,ERR2538444,ERR2538481,ERR2538480,ERR2538361,ERR2538440,ERR2538368,ERR2538387,ERR2538372,ERR2538438,ERR2538366,ERR2538352,ERR2538476,ERR2538505,ERR2538358,ERR2538378,ERR2538383,ERR2538375,ERR2538495,ERR2538429,ERR2538364,ERR2538425,ERR2538482,ERR2538437,ERR2538498,ERR2538428,ERR2538412,ERR2538450,ERR2538472,ERR2538493,ERR2538484,ERR2538369,ERR2538411,ERR2538458,ERR2538434,ERR2538430,ERR2538391,ERR2538435,ERR2538420,ERR2538432,ERR2538380,ERR2538404,ERR2538395,ERR2538408,ERR2538471,ERR2538388,ERR2538500,ERR2538385,ERR2538349,ERR2538453,ERR2538506,ERR2538499,ERR2538431,ERR2538362,ERR2538413,ERR2538373,ERR2538463,ERR2538464,ERR2538468,ERR2538483,ERR2538485,ERR2538478,ERR2538518,ERR2538508,ERR2538393,ERR2538461,ERR2538371,ERR2538390,ERR2538427,ERR2538403,ERR2538363,ERR2538489,ERR2538370,ERR2538400,ERR2538521,ERR2538443,ERR2538397,ERR2538367,ERR2538436,ERR2538409,ERR2538377,ERR2538399,ERR2538423,ERR2538445,ERR2538515,ERR2538416,ERR2538513,ERR2538467,ERR2538486,ERR2538462,SRR1950756,SRR1950712,SRR1950750,SRR1950763,SRR1950711,SRR1950732,SRR1950757,SRR1950735,SRR1950786,SRR1950727,SRR1950770,SRR1950687,SRR1950709,SRR1950778,SRR1950726,SRR1950722,SRR1950707,SRR1950715,SRR1950728,SRR1950789,SRR1950723,SRR1950759,SRR1950771,SRR1950764,SRR1950716,SRR1950699,SRR1950742,SRR1950693,SRR1950769,SRR1950733,SRR1950751,SRR1950762,SRR1950766,SRR1950772,SRR1950787,SRR1950758,SRR1950737,SRR1950744,SRR1950760,SRR1950754,SRR1950747,SRR1950731,SRR1950785,SRR1950714,SRR1950705,SRR1950784,SRR1950710,SRR1950775,SRR1950788,SRR1950780,SRR1950753,SRR1950689,SRR1950743,SRR1950730,SRR1950779,SRR1950736,SRR1950782,SRR1950703,SRR1950717,SRR1950777,SRR1950697,SRR1950773,SRR1950720,SRR1950718,SRR1950721,SRR1950734,SRR1950724,SRR1950776,SRR1950767,SRR1950781,SRR1950745,SRR1950783,SRR1950691,SRR1950713,SRR1950755,SRR1950768,SRR1950741,SRR1950790,SRR1950752,SRR1950738,SRR1950761,SRR1950739,SRR1950701,SRR1950740,SRR1950774,SRR1950729,SRR1950719,SRR1950748,SRR1950749,SRR1950765,SRR1950695,SRR1950725,SRR1950791,SRR1950746,SRR2005638,SRR2005657,SRR2005720,SRR2005713,SRR2005669,SRR2005662,SRR2005644,SRR2005671,SRR2005706,SRR2005665,SRR2005717,SRR2005656,SRR2005649,SRR2005655,SRR2005678,SRR2005663,SRR2005369,SRR2005710,SRR2005712,SRR2005723,SRR2005715,SRR2005697,SRR2005724,SRR2005645,SRR2005651,SRR2005498,SRR2005676,SRR2005455,SRR2005421,SRR2005635,SRR2005714,SRR2005636,SRR2005673,SRR2005379,SRR2005661,SRR2005719,SRR2005659,SRR2005374,SRR2005666,SRR2005718,SRR2005378,SRR2005643,SRR2005725,SRR2005647,SRR2005376,SRR2005698,SRR2005648,SRR2005727,SRR2005664,SRR2005670,SRR2005660,SRR2005667,SRR2005709,SRR2005640,SRR2005721,SRR2005672,SRR2005637,SRR2005373,SRR2005716,SRR2005704,SRR2005380,SRR2005381,SRR2005652,SRR2005646,SRR2005639,SRR2005538,SRR2005722,SRR2005642,SRR2005654,SRR2005650,SRR2005658,SRR2005674,SRR2005707
GO:0016597,amino acid binding,molecular_function,6399,9626,1916,4738,22107,21886,2179,12351,11136,26188,23937,4182,6804,104,5471,2207,13235,11768,23273,3724,23908,7230,1617,6108,36007,27985,4065,13571,3216,16516,8061,3655,5358,17239,65609,3789,5262,5558,3548,17125,5621,3228,1318,2768,36528,5833,10414,7321,13938,22121,19147,668,13274,2934,11001,19191,744,9538,3044,2041,12838,6686,36160,13733,9800,2474,25428,2967,962,33973,9125,7815,3403,11377,12253,1553,28792,1388,21752,5737,3370,3397,7875,6660,21118,1347,1513,880,1861,13126,3685,440,7760,20002,5266,34661,29021,18904,1675,22654,17476,20290,7665,21147,36840,27213,39677,2459,374,11763,1308,5784,1517,3897,933,1192,13385,3627,6278,9906,23289,1240,13119,1847,402,20351,269,2079,4745,15380,23782,27364,18066,7027,19162,5011,10568,12754,1116,4258,5959,4993,11641,319,42029,3223,4232,12588,11566,4546,4672,21557,3466,17575,815,22512,13644,861,37607,23910,1676,14124,31706,3406,2178,10034,21377,3155,752,27493,28870,1179,5030,3029,22045,6594,10422,3740,2881,1015,771,2820,897,465,2417,941,1083,1189,143,803,3014,789,1094,1816,2045,1008,1454,685,453,3524,1510,381,524,1557,1107,1265,2031,780,607,995,594,627,1076,894,360,2391,1808,176,651,1002,1538,422,1043,915,801,773,298,558,2027,398,765,1066,977,1972,1130,820,1251,787,978,2585,246,1125,2360,1514,628,4024,225,860,412,393,383,1258,277,1682,1053,877,525,825,2186,219,926,1537,1313,118,610,2409,1065,938,645,4101,1269,387,657,4,7881,33,72,469,1,1097,10412,119,675,6,54,63,7,1651,464,237,4073,1575,7,5735,80,2,5071,4040,166,48,1360,2,2982,121,322,4157,8610,44,2115,321,10,784,121,258,2464,1,43,1054,8336,95,2473,19,4862,29,461,7325,5794,253,12,4,3,219,13103,6338,2,3299,24,59,2768,47,1,2639,14,584,2052,236
GO:0046872,metal ion binding,molecular_function,86300,61600,23803,39107,197131,177857,29066,97064,141320,197648,175044,67114,60530,1078,65709,29497,125611,105197,160820,36254,183989,56687,17310,59100,204902,234631,48733,118850,42745,154394,60314,38202,39932,162934,393862,34778,46952,62095,44434,128096,59446,24189,18536,33701,259962,35707,86787,59896,112744,198316,163443,10980,94583,41081,110764,134916,8791,83124,37116,28288,89906,67282,271016,122388,99008,41822,151022,34014,23260,280021,78013,90961,29721,114731,115263,42243,231416,31056,186571,89818,41665,24510,67640,62700,157577,25693,10084,9859,14893,144396,35834,6060,75359,151239,47181,259497,216428,117743,33020,133809,140681,155588,67564,124663,269968,179519,288853,21806,3830,98411,19063,85049,23081,88918,7284,12218,123352,52045,66609,87811,164033,18567,82012,34601,3145,179986,4167,17195,29895,141759,176322,176775,126555,69305,144215,59586,88787,112118,10974,43082,63270,34804,104971,2463,278815,38739,34056,96498,87929,78726,53123,173469,42907,151591,10263,171068,125007,10089,320866,152920,18070,113490,226962,42769,20703,98396,169259,33372,7859,216889,246732,13002,58028,40907,187261,58391,78445,48102,37628,8285,6792,26029,8090,6712,24592,7771,11597,10780,3594,6492,35590,12136,8443,20382,15521,25169,19022,10551,6923,27444,14052,4831,5502,18633,14367,13810,16635,7516,7995,12782,6997,6145,12174,8375,3174,15945,19184,1811,4927,8121,14878,4614,12209,17296,8245,16093,3117,7590,21057,3375,10187,15329,10633,18785,11150,9202,14577,9409,7924,17968,2979,14582,23127,12631,8334,30787,2779,10241,5655,5537,5142,12172,4119,12362,10278,10341,5121,11611,16852,2727,9149,17009,12337,1351,7992,31263,9094,7748,7619,27280,15475,4929,7629,53,38668,250,896,4629,17,4207,38235,339,2108,50,243,471,117,16528,3652,1810,22606,13506,49,32449,664,14,20929,25829,1671,294,8501,25,15333,721,1182,38601,52251,402,9558,2273,97,2958,438,993,15527,19,259,4065,50060,679,16595,99,13907,310,4460,30725,33950,2080,123,33,32,1516,73674,38270,41,19382,86,282,27503,129,25,12748,207,2946,12519,2556
GO:0008658,penicillin binding,molecular_function,1937,3388,856,1779,9937,16154,729,6537,853,17248,20321,891,2540,15,1478,357,7070,4152,6681,1300,18190,1461,483,2350,9398,12744,1395,6531,1167,8898,2240,1630,1558,7955,26957,1010,1393,1322,1076,6914,3034,877,391,829,27890,1683,4634,1787,6325,11560,9140,192,4741,1044,3959,7993,265,3181,1167,586,5062,2441,23522,6599,5258,508,7136,1081,176,14986,4599,2829,1007,5038,7282,117,13294,250,11263,1340,1232,925,3961,1934,8018,327,476,232,377,4990,887,147,3371,14066,1446,14562,11657,6486,790,8642,9711,8970,4390,13195,30273,9586,28937,1041,118,6551,446,2993,407,1008,181,194,7123,995,2204,2747,11337,250,4277,331,168,8608,68,481,1403,7437,8485,10574,5950,2402,6743,1410,4633,5752,370,2380,1826,1663,4613,99,24261,1254,1125,3308,3772,1335,1563,9406,1173,7052,250,16807,4875,170,17067,16641,653,13351,11103,2342,539,5027,12062,788,229,10573,13324,219,1924,1087,3705,2379,3079,1421,745,399,341,1380,407,216,1056,376,503,536,70,290,1917,356,449,912,854,244,760,426,235,1435,717,205,258,779,492,656,815,341,306,549,333,289,557,429,125,1006,753,79,217,415,687,223,467,276,384,377,157,278,1074,150,565,533,762,900,549,379,581,404,424,1098,138,506,1075,725,385,1612,111,315,278,183,233,510,150,633,478,518,263,520,1014,92,436,709,574,57,369,1258,522,399,368,1736,667,251,343,1,1832,14,57,201,0,255,2125,17,115,3,17,32,9,634,179,93,1116,622,2,1478,26,0,1257,1192,60,21,395,1,1120,31,104,1410,3176,24,500,104,8,174,24,54,776,0,3,239,2563,42,769,0,778,16,192,1708,1789,91,6,1,0,64,3995,2260,0,843,4,17,1022,7,0,547,10,153,605,82
GO:0050662,coenzyme binding,molecular_function,59206,56321,18292,39326,162880,162371,19756,97467,79249,181592,169969,39899,57415,979,51793,17248,100349,94883,146764,36759,192398,43910,18632,58871,185419,175870,41829,108076,36768,137411,46888,35955,37422,137973,388757,28741,38330,46218,45296,120626,51165,19735,15116,26868,255949,34731,77375,44150,112692,163492,164274,6985,98629,25534,106200,123371,6788,78010,30220,23008,84536,52973,250241,100360,84305,25647,117700,30870,10832,232434,69930,85726,26233,105636,114620,16456,228209,15824,156881,48471,30628,21672,63601,52735,150540,14540,8978,7074,11414,114860,24839,5383,60327,144290,33754,231160,183370,97713,16858,115543,117936,154598,67250,113062,258583,141491,272976,19372,3882,91647,16812,56526,16327,37963,5655,8349,121822,34084,59096,68662,136863,12392,80137,17860,3248,181658,2605,12966,27545,137241,142443,172546,123184,59530,118541,44007,69531,105576,9980,40817,53308,32520,98244,2403,243742,27867,27091,80509,80285,47472,45818,160199,32960,155538,8628,178374,116507,6838,260466,145840,17571,112181,184635,49261,14376,79746,146343,23840,6755,203439,210428,8439,58856,34454,129078,54642,66775,33384,31973,6543,5718,21967,6465,5382,23722,6234,8521,9078,2057,5516,35949,7190,7131,18718,13151,10979,18844,8537,5633,22313,13228,4376,4362,19170,10059,10319,13868,6325,6566,11200,6472,4584,11505,6877,2236,14663,15878,1583,3903,6517,14379,3626,9911,9687,7174,9212,2159,6253,19413,2686,9512,12343,10029,17986,8471,6951,10959,7209,6636,16238,2101,13368,18435,10810,6563,24603,1980,8987,4489,3965,4160,9209,3247,9568,8763,8271,4262,10227,15423,2086,8160,12810,10978,935,6418,30889,7572,6318,5340,24450,13332,3497,6380,53,41048,228,652,4457,10,3989,35227,324,2322,45,222,400,102,15656,3183,1465,21062,12350,70,29711,590,6,19946,24495,1965,328,8924,27,14159,667,1192,39443,49868,337,9467,2196,91,3091,524,916,14594,10,251,3786,44295,605,15907,87,14202,313,4439,31287,30849,1906,86,29,23,1423,66220,35553,28,17726,84,305,29388,127,12,12516,168,3083,13158,2405
GO:0051536,iron-sulfur cluster binding,molecular_function,14261,10816,4490,8794,48101,48458,4747,24954,15331,49751,46247,8572,15259,218,12208,3577,28614,27190,33056,8839,46958,8848,4457,15296,38205,56751,10019,29301,8907,40280,9924,8840,9513,39357,81727,5956,9176,10715,10006,31148,12767,4606,3652,6373,70092,7374,22314,9657,30397,52827,47121,1421,26629,5866,26971,34973,1746,18870,6591,5152,18128,12504,74193,29658,24094,5456,35719,7764,2477,79246,19534,22217,5850,28603,30601,3595,66257,3077,51136,10475,7318,4532,17435,11026,35850,3002,1915,1471,2258,27474,5429,1206,18395,40558,7328,73159,64150,28596,3337,35085,34350,42581,17483,32034,73520,44101,79413,4559,913,25887,4184,11244,3669,7961,1152,1729,26639,8470,14669,14012,44930,2670,17084,3841,774,50946,590,2635,5948,33354,43823,35127,27780,15715,36127,9923,23090,28673,2542,10239,12998,7457,26322,645,74981,5535,5023,19391,17264,11101,11541,46786,7682,41679,1928,43691,30033,1432,88037,41849,4165,30789,67855,19099,3134,20726,41120,5057,1578,52339,63975,1717,15282,8052,26823,14622,15356,7979,7040,1586,1266,5526,1533,1235,5940,1356,2217,2067,518,1248,10934,1556,1626,4076,3133,2070,4556,1969,1391,5517,3185,1073,1006,4789,2332,2350,2879,1534,1543,2589,1780,1020,2806,1659,484,3336,3638,383,799,1460,3540,853,2249,1984,1603,1967,387,1467,4225,546,2947,3034,1978,3988,2273,1966,2687,1813,1535,3487,417,3383,4617,2339,1366,5870,474,2261,1086,809,963,1890,824,2372,2135,1977,933,2741,3812,544,2132,2919,2844,193,1543,7791,1678,1475,1474,5316,3118,732,1485,14,5671,42,72,1211,0,820,8606,53,375,7,56,82,21,3648,771,370,3499,2608,9,6124,123,3,4253,5267,495,53,1373,6,4243,119,307,10325,10547,74,1697,244,23,496,77,157,3752,4,41,593,10770,106,2390,27,2311,68,1193,4759,6702,546,15,4,4,290,14951,7632,9,3741,17,61,6999,22,2,2314,63,531,2087,648
GO:0003676,nucleic acid binding,molecular_function,237784,192004,68440,159658,676038,731343,74935,371248,361081,776200,729342,162016,196399,3637,183283,74249,398281,330304,518467,119143,818670,164535,49033,185733,670812,767762,142471,412048,119743,626618,174264,121132,126639,549333,1490334,97784,138043,175716,130145,437366,197621,71675,50821,96726,1042029,113340,339947,161496,400422,673435,634987,30554,344845,108986,344026,501214,24346,253725,145987,77707,314329,221405,1082523,423736,322808,107208,517574,101481,47782,946371,272334,290774,83806,368867,435569,75128,876859,68037,639947,197685,116939,69108,232694,189597,508376,60605,30006,25755,41680,423888,96006,16179,222630,592358,124982,986088,769167,443259,88820,558866,511478,535890,251928,514999,1074851,606713,1134902,70365,10768,374876,56065,255660,60664,172372,21592,32511,406951,133119,198633,231972,614853,47464,264831,70874,10161,625444,10363,47255,89123,455896,597650,586882,391463,217695,495669,156854,294001,411593,34084,147749,191609,104972,370893,7774,1085878,104686,92383,303654,252821,183683,157887,672150,116874,519586,26016,767093,411706,27224,1013405,635061,55709,475499,782789,255956,55539,310193,630660,87206,22950,759908,865644,33327,171687,108990,544652,195033,245243,131338,100409,26069,20440,81960,25481,19504,82669,23015,33535,32098,12002,20387,103773,29316,26869,64103,46153,52383,61907,28743,20538,82210,44498,15825,18122,61421,39106,44039,45435,22674,23583,40534,25480,18960,39374,24641,9559,47605,56385,5591,16429,26424,49662,13955,37903,42553,23913,41677,10443,23569,75230,11229,30288,40555,36863,66065,34247,24900,41293,26278,24544,51388,9796,43422,77753,38294,26801,91617,10376,31418,18412,18685,16404,33010,12964,39689,33297,36003,16419,41202,53127,10664,31959,46203,41344,4772,25076,97881,29830,23528,22476,76761,48871,15838,26876,235,122125,834,2830,19647,33,14454,122368,1090,7083,139,916,1522,478,53777,13955,5604,70880,43591,231,95696,2214,50,75275,93769,5621,1044,26799,100,70634,2248,5057,134708,143662,1556,32474,6592,383,10752,1603,2937,62901,43,820,13103,222066,2172,48189,371,44103,982,15367,116594,93202,7630,412,114,138,5355,240056,103768,96,55648,298,1095,85749,8313,130,53314,822,10420,44691,10630
GO:0000166,nucleotide binding,molecular_function,370697,302754,104494,226655,898324,960589,114157,526158,634352,1055905,976767,280043,301047,5404,289181,133552,600006,504603,791754,170869,1064702,278414,82907,279153,1072619,1079053,216096,584127,185155,824026,292596,178810,200228,782240,2030833,173837,233970,272230,192378,648745,273403,121743,75815,144537,1462930,192000,455348,281912,588097,989335,873308,43862,527855,171308,514822,707189,35547,403670,190133,118781,457517,331962,1464054,554149,475028,177806,729625,146553,81116,1394051,379003,408701,145687,530213,602579,130088,1254903,117557,926744,340071,183841,121021,343109,305072,819734,97921,51385,45740,71361,682630,167734,24830,338892,804956,213862,1395440,1091121,623344,136317,787699,689464,829564,345607,664069,1498335,877575,1615756,103209,17482,498948,78731,390982,98589,279865,34317,54844,599458,214240,302088,413316,893034,79684,420972,119832,15628,917185,15849,81160,154500,697974,854892,926186,635149,321374,687359,259761,410101,575971,52225,208768,292879,176242,512216,11944,1468611,162347,157158,493419,437532,282761,235208,931215,184238,751595,45180,992117,600112,44002,1534560,908979,81444,632921,1129541,373036,95895,457165,850247,153186,36678,1122837,1234956,59548,266396,176161,895415,286954,399096,198155,168885,40350,30591,113422,35666,24495,111646,35185,51866,49889,10450,29443,154790,45833,40584,86697,75599,87369,78080,39623,25060,131208,63283,20334,23144,80181,63222,58809,80863,32234,33486,50850,31023,25572,52154,37883,13022,81554,80521,8003,22335,36672,69239,19623,49569,70350,35778,55459,12481,29477,100275,14645,41681,55613,50566,89142,50486,35975,63791,36646,37405,88308,12204,57731,100414,59842,37582,148318,10267,37582,24429,21797,21781,56447,15173,60399,43338,44370,22914,47909,85132,10241,41934,72548,56614,4969,33279,128796,40570,33268,32407,133584,63574,20940,33627,283,200745,1143,4626,25251,62,22693,196185,1614,11972,213,1454,2284,665,72760,18887,9110,115758,66265,344,165388,3255,59,119045,140973,8015,1578,45136,130,100607,3630,7584,185224,266613,2106,50456,10850,469,16457,2690,4787,79170,64,1343,20145,316051,3179,84047,507,78042,1500,22224,167684,165629,10560,557,165,162,8343,398822,190727,140,97972,481,1608,125461,6706,109,77829,1042,16197,65684,12553
GO:0008134,transcription factor binding,molecular_function,2459,649,920,2785,336,2840,1031,1337,1841,1394,2319,1138,1838,55,2990,305,809,2567,4508,2374,2552,449,1039,4487,347,356,2453,1057,2838,1223,236,2647,1081,2007,383,453,1303,2139,3680,170,2722,382,771,2154,1710,379,1793,482,8888,897,3314,374,913,790,10000,2302,716,5463,1780,1902,759,1338,773,251,2814,1402,185,1716,422,441,1863,10170,645,3760,7830,659,957,593,410,1092,1277,154,2210,641,2062,607,111,125,115,1488,331,351,1313,4071,400,239,1401,225,785,1182,2598,1297,3675,592,1109,496,822,714,183,1823,1005,2008,1006,1786,146,359,6341,1838,5137,752,398,773,307,650,119,5490,109,129,326,10831,1524,2868,3671,4813,1940,1377,1255,2760,436,1764,2977,1177,4285,130,535,693,314,1152,1332,2369,3097,477,3141,8834,549,557,8736,257,321,644,858,1141,308,2081,197,1190,908,433,392,942,700,132,4500,3301,1487,2582,735,1221,1807,59,85,453,109,341,715,97,135,189,91,78,2505,139,108,325,94,281,826,331,458,223,340,111,118,798,288,183,70,118,301,547,343,79,233,127,26,112,469,29,44,130,364,79,321,251,235,454,87,368,469,43,615,812,186,302,96,199,242,393,86,10,63,506,544,152,279,197,92,291,160,132,153,79,152,101,328,153,98,505,272,125,150,328,249,32,267,1213,129,127,126,10,344,109,265,1,162,1,17,433,3,6,16,1,7,3,2,0,5,105,35,7,27,170,0,69,12,0,201,52,35,2,42,0,199,5,1,1142,21,9,10,5,3,20,2,0,138,1,4,10,214,0,69,1,24,8,558,29,59,98,2,9,1,33,122,32,1,40,1,0,483,1,0,17,8,15,8,49
GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function,18691,19017,6868,18803,67266,69285,7685,33121,14444,78005,67382,9442,16324,439,18247,4034,36654,32829,57635,15150,73802,12423,8348,24781,61669,70070,16095,36554,13993,60664,18334,14621,11421,55665,126511,9279,13335,16110,18837,38303,20817,6949,5119,10575,101190,12297,29628,14257,41815,64496,72039,2237,28106,7900,45194,52733,2876,32707,20714,8694,31024,20061,99731,42242,32282,6140,56260,12791,2989,94858,28435,38522,8994,39827,50994,3889,91505,3303,64830,12351,10238,7816,23769,14548,50860,4513,3127,2010,3565,28571,7136,1994,23802,60673,10657,92263,81066,44559,9740,50449,51135,48126,25534,42079,102093,66504,115751,7415,1580,33200,6512,20619,5443,11442,1672,2152,47515,10268,23493,22076,64089,3514,21430,4969,1194,79187,921,4095,10508,59667,61559,64129,49725,22930,52406,13246,30356,43200,3367,14662,19524,12893,39064,868,93595,13001,8225,27307,29793,16379,17058,50411,11409,58860,3055,65291,52787,1887,100289,61678,6894,42499,79024,16616,4271,26589,59194,7121,2621,73110,76799,2186,25816,14107,32825,19008,22697,11595,11957,2410,1939,8727,2422,2296,8262,2430,3065,3303,977,1931,17596,2013,2749,6944,4686,2598,7410,3069,2390,7853,4489,1760,1872,7752,2900,3831,4386,2462,2525,3947,2473,1778,4503,2532,866,5289,6397,548,1567,2703,4862,1366,3953,2222,2520,4318,952,2518,6791,1064,4801,5801,3460,6008,3213,2947,3404,3117,2690,5703,810,5117,6967,3840,2507,8678,900,3582,1846,1594,1639,2975,1276,3973,3495,3177,1492,3262,5744,853,2809,4173,3804,372,2386,11431,2997,2545,2129,8660,5232,1429,2522,23,10161,57,180,2114,2,1136,11582,107,483,11,78,144,33,6357,1347,436,5875,3837,31,9715,251,4,6011,8905,771,81,2263,11,5953,186,372,13686,16706,148,2785,573,22,850,155,285,5308,2,83,1329,16655,180,4343,21,3550,90,1768,9369,10677,705,38,10,8,550,23080,11905,17,5814,27,89,11966,1217,16,4520,69,882,3064,845
GO:0005215,transporter activity,molecular_function,138476,120238,37083,48840,303529,319108,42884,208578,169660,371859,370126,91772,105427,1657,94344,38821,224142,167574,278663,56628,405141,91286,28014,96415,374682,345107,72826,214684,59792,295839,104691,58947,73716,271665,804559,54374,68371,100006,63483,246127,95551,39319,22459,52088,558847,66166,160510,98640,225251,324487,315936,14536,198992,69534,187486,248083,13747,143837,51691,39901,180173,115387,509537,187407,169342,59079,213933,50426,26880,476097,133719,139365,50335,187083,200378,57278,484172,47367,330264,153233,63735,42301,123500,105900,301924,34477,17507,15119,22158,257922,53586,7663,111736,293763,80738,462646,373119,187527,52372,246685,229872,303151,120943,245378,571941,270960,581187,35872,5942,174714,21497,100647,33237,136057,11943,17982,243419,81622,110728,144877,268782,23639,170012,44864,5651,344443,6348,28124,53284,246475,251234,346851,227476,113792,206023,87305,130285,210290,17607,71244,93378,62475,176176,4064,509357,69900,63130,154538,160642,124333,74606,334131,65711,238053,15332,378325,207514,14691,504981,326200,25595,244313,371977,74168,32478,176533,296673,52703,11477,462977,427088,17435,83648,55184,272070,96174,129505,76943,56118,14384,11967,42319,14366,11210,40740,14011,18234,18677,4441,10960,82387,20170,15147,32722,28813,38468,27405,15582,11437,47525,22353,7123,9156,27762,22300,23685,29110,12422,12717,18794,11555,9566,17208,14407,5646,31268,32276,2948,9053,15243,25099,7687,20571,24851,12998,22021,4863,12615,26900,6279,22909,25262,22334,25206,18940,13478,23593,14077,13805,35539,4553,20452,40102,22825,12336,54163,4207,13613,8680,8559,7996,21042,5677,21226,15684,18002,8235,16247,31745,4369,14418,29501,19772,2078,11556,42449,17076,12687,10938,53572,24014,7315,11815,114,78607,381,923,8524,9,8967,76040,719,5313,61,554,901,239,25713,5974,2985,45316,25715,90,58156,1190,25,44537,47849,2660,586,18206,55,30539,1409,2570,60709,104427,698,19618,5464,205,7963,1261,2143,31563,19,463,9116,86988,1368,33059,159,34232,591,7813,69155,61108,3742,179,60,71,2926,132571,75117,67,34507,157,546,38606,200,36,25851,356,5911,25657,4346
GO:0090484,drug transporter activity,molecular_function,57,31,43,289,21,775,35,42,10,230,100,24,70,5,65,1,129,47,421,30,31,3,53,208,37,28,62,33,76,37,5,78,48,73,176,22,19,62,83,3,134,6,10,46,642,12,80,8,131,38,66,11,26,14,357,448,14,140,66,43,71,34,359,27,108,18,173,72,14,630,49,177,13,103,231,11,39,18,192,10,46,2,38,23,49,23,0,0,2,19,6,11,42,221,14,51,223,486,120,1240,70,37,98,96,405,47,662,63,4,69,17,312,91,94,2,10,253,43,138,19,1057,8,8,19,3,164,4,1,11,734,500,682,211,104,325,30,41,108,24,72,44,39,163,1,311,18,7,55,53,53,100,13,76,367,14,9,656,6,43,1157,29,41,366,37,3,38,48,5,15,53,44,0,172,35,24,80,34,35,62,33,47,146,25,30,153,46,44,51,12,10,512,41,60,89,58,53,86,42,40,118,80,15,40,82,60,62,58,32,56,43,49,42,66,39,8,64,78,10,17,54,94,20,39,56,48,67,20,35,117,18,138,103,105,58,48,27,76,38,36,128,32,42,102,72,101,120,20,17,30,18,47,39,13,68,15,31,31,59,111,27,42,101,60,6,70,126,50,20,77,179,51,44,60,0,15,0,6,27,0,10,10,0,4,0,0,2,0,9,26,4,15,17,0,32,0,0,92,58,4,1,3,0,180,0,5,90,320,3,3,1,2,2,0,1,15,0,0,4,504,1,28,1,3,3,24,43,8,10,0,0,2,10,479,191,1,12,0,0,33,0,0,16,1,1,1,9
